"Mun","entrada/abril/202011.zip","entrada/maio/202011.zip","Diff","Percent"
"BOA VISTA - RR",118224084.87,117639614.64,-584470.23,-0.49
"NOVO HAMBURGO - RS",16634105.64,16156625.64,-477480.00,-2.87
"SAO PAULO - SP",396412677.52,396885796.14,473118.62,0.12
"SANTOS - SP",22836553.27,22363434.65,-473118.62,-2.07
"PORTO ALEGRE - RS",106157768.58,106635248.58,477480.00,0.45
