"Mun";"entrada/marco/201905.zip";"entrada/abril/201905.zip";"Diff";"Percent"
"CONTENDA - PR";1902293,68;1891773,68;-10520,00;-0,55
"MONTE ALEGRE DO SUL - SP";809487,67;804727,67;-4760,00;-0,59
"PALMEIRA DAS MISSOES - RS";3099611,29;3039374,05;-60237,24;-1,94
"HORIZONTINA - RS";1998997,41;1996777,41;-2220,00;-0,11
"BACABEIRA - MA";6915014,17;6910244,17;-4770,00;-0,07
"TRES DE MAIO - RS";2833180,18;2806146,69;-27033,49;-0,95
"VIAMAO - RS";9896422,38;9860582,38;-35840,00;-0,36
"PORTO UNIAO - SC";2537344,29;2496921,34;-40422,95;-1,59
"SAO PEDRO DO IVAI - PR";1330540,86;1327080,86;-3460,00;-0,26
"MAE DO RIO - PA";3798349,29;3793049,29;-5300,00;-0,14
"ANALANDIA - SP";814883,03;813023,03;-1860,00;-0,23
"SOBRAL - CE";29349362,36;29192677,30;-156685,06;-0,53
"VESPASIANO - MG";7442824,11;7425534,11;-17290,00;-0,23
"CARMO DO PARANAIBA - MG";3037202,56;3026512,56;-10690,00;-0,35
"FORMOSA DO OESTE - PR";874804,09;872444,09;-2360,00;-0,27
"CANGUCU - RS";3800470,16;3722253,30;-78216,86;-2,06
"TRES COROAS - RS";2200936,30;2173546,88;-27389,42;-1,24
"BETIM - MG";24310404,82;24292194,82;-18210,00;-0,07
"CUBATAO - SP";15161225,26;15129015,26;-32210,00;-0,21
"BOA VENTURA DE SAO ROQUE - PR";1011029,11;1008759,11;-2270,00;-0,22
"PLANALTO - RS";1151372,01;1139662,82;-11709,19;-1,02
"MARMELEIRO - PR";1995424,09;1985124,09;-10300,00;-0,52
"PORTO XAVIER - RS";1211845,20;1206979,92;-4865,28;-0,40
"FILADELFIA - BA";2570403,43;2562773,43;-7630,00;-0,30
"SANTA RITA DO SAPUCAI - MG";2954888,35;2922807,51;-32080,84;-1,09
"GAROPABA - SC";1923167,24;1916797,24;-6370,00;-0,33
"COLINAS - MA";6097936,02;5601176,01;-496760,01;-8,15
"PRAIA GRANDE - SP";16969188,08;16942138,08;-27050,00;-0,16
"SAO MATEUS - ES";9559716,88;9541046,88;-18670,00;-0,20
"PRAIA GRANDE - SC";954752,06;952802,06;-1950,00;-0,20
"CANAPOLIS - MG";1461170,40;1453050,40;-8120,00;-0,56
"PINHAIS - PR";7132166,89;7117719,62;-14447,27;-0,20
"FERRAZ DE VASCONCELOS - SP";7472258,65;7451528,65;-20730,00;-0,28
"ASTORGA - PR";2305816,25;2293436,25;-12380,00;-0,54
"SAO FELIX DO PIAUI - PI";928389,78;925189,78;-3200,00;-0,34
"BOM SUCESSO - PR";1015808,24;1009228,24;-6580,00;-0,65
"CAMPINAPOLIS - MT";1693816,71;1688826,71;-4990,00;-0,29
"ALAGOINHA DO PIAUI - PI";1004678,33;997258,33;-7420,00;-0,74
"GUARANTA DO NORTE - MT";2686445,78;2681795,78;-4650,00;-0,17
"CANDOI - PR";2468903,55;2454743,55;-14160,00;-0,57
"NAZARE PAULISTA - SP";1549907,96;1544587,96;-5320,00;-0,34
"ASSIS - SP";7491838,57;7473908,57;-17930,00;-0,24
"BOM SUCESSO - MG";1887678,87;1876739,80;-10939,07;-0,58
"GOIOERE - PR";2542943,98;2532523,98;-10420,00;-0,41
"GENERAL CARNEIRO - PR";1850637,19;1846957,19;-3680,00;-0,20
"CORRENTE - PI";3242633,43;3226483,43;-16150,00;-0,50
"BELEM - PA";117292568,13;84767057,62;-32525510,51;-27,73
"LAJINHA - MG";1979558,17;1969058,17;-10500,00;-0,53
"VARZEA GRANDE - MT";12893473,21;12809523,21;-83950,00;-0,65
"SANTO HIPOLITO - MG";797449,70;795639,70;-1810,00;-0,23
"ITAIOPOLIS - SC";1829546,19;1822826,19;-6720,00;-0,37
"REGISTRO - SP";4080555,95;4021437,05;-59118,90;-1,45
"APIACAS - MT";867083,95;862443,95;-4640,00;-0,54
"BETANIA - PE";2360873,30;2353643,30;-7230,00;-0,31
"MARECHAL CANDIDO RONDON - PR";6816366,94;6805596,94;-10770,00;-0,16
"PAUDALHO - PE";5307139,46;5299349,46;-7790,00;-0,15
"BELA VISTA DE GOIAS - GO";2349895,14;2344735,14;-5160,00;-0,22
"CUIABA - MT";65297513,39;41528482,19;-23769031,20;-36,40
"MARCELANDIA - MT";1314681,44;1306521,44;-8160,00;-0,62
"SAO JOSE DO OURO - RS";797318,79;776405,85;-20912,94;-2,62
"IBIUNA - SP";4364887,81;4356207,81;-8680,00;-0,20
"JAPERI - RJ";7642721,29;7639151,29;-3570,00;-0,05
"SAO JOAQUIM DA BARRA - SP";3890726,53;3879436,53;-11290,00;-0,29
"ITAJAI - SC";19768578,74;19757508,74;-11070,00;-0,06
"CORONEL FABRICIANO - MG";7582070,22;7576950,22;-5120,00;-0,07
"SAO PEDRO DA SERRA - RS";750056,47;746936,47;-3120,00;-0,42
"LINS - SP";5863659,78;5856189,78;-7470,00;-0,13
"PORTO LUCENA - RS";753118,82;751164,18;-1954,64;-0,26
"SAO LOURENCO DO PIAUI - PI";950147,54;943587,54;-6560,00;-0,69
