"Mun";"entrada/marco/201908.zip";"entrada/abril/201908.zip";"Diff";"Percent"
"TARTARUGALZINHO - AP";1298037,02;1286529,02;-11508,00;-0,89
"PAQUETA - PI";840435,08;835465,08;-4970,00;-0,59
"MONTE AZUL - MG";2139265,05;2125621,05;-13644,00;-0,64
"PANAMBI - RS";2859480,36;2837145,36;-22335,00;-0,78
"SAO JOSE DO JACURI - MG";799763,66;775160,66;-24603,00;-3,08
"JARDIM DE PIRANHAS - RN";1725066,04;1708676,04;-16390,00;-0,95
"MALHADA - BA";2103439,25;2088439,25;-15000,00;-0,71
"PALMEIRA DAS MISSOES - RS";2247579,51;2189738,27;-57841,24;-2,57
"ALTO ARAGUAIA - MT";1407825,85;1397248,85;-10577,00;-0,75
"HORIZONTINA - RS";1638906,10;1635657,10;-3249,00;-0,20
"NOSSA SENHORA DA GLORIA - SE";3384681,07;3375393,07;-9288,00;-0,27
"TRES DE MAIO - RS";1829196,22;1804842,73;-24353,49;-1,33
"CARIRI DO TOCANTINS - TO";1046831,62;1044001,62;-2830,00;-0,27
"VIAMAO - RS";8571227,21;8542157,21;-29070,00;-0,34
"PORTO UNIAO - SC";2150551,08;2098626,13;-51924,95;-2,41
"SOBRAL - CE";32002848,66;31705815,55;-297033,11;-0,93
"VESPASIANO - MG";6926630,34;6922976,34;-3654,00;-0,05
"ANDORINHA - BA";2017358,01;2011178,01;-6180,00;-0,31
"NOVO CRUZEIRO - MG";2371823,54;2354806,54;-17017,00;-0,72
"CARMO DO PARANAIBA - MG";2601776,77;2587976,77;-13800,00;-0,53
"DOIS IRMAOS - RS";1984935,64;1956883,64;-28052,00;-1,41
"NOVA HARTZ - RS";1498801,90;1495354,90;-3447,00;-0,23
"CANGUCU - RS";3010532,73;2936375,87;-74156,86;-2,46
"ITAIPULANDIA - PR";8058161,68;8056151,68;-2010,00;-0,02
"TRES COROAS - RS";1792646,70;1765257,28;-27389,42;-1,53
"BETIM - MG";21610433,01;21548529,01;-61904,00;-0,29
"PLANALTO - RS";944791,47;936352,28;-8439,19;-0,89
"PORTO XAVIER - RS";1088335,52;1078160,24;-10175,28;-0,93
"SANTA RITA DO SAPUCAI - MG";2470412,50;2412672,66;-57739,84;-2,34
"GUARANI DAS MISSOES - RS";734583,49;732891,49;-1692,00;-0,23
"UPANEMA - RN";2344695,58;2342724,58;-1971,00;-0,08
"COLINAS - MA";5299181,36;5292231,36;-6950,00;-0,13
"ACORIZAL - MT";591332,19;586312,19;-5020,00;-0,85
"SANANDUVA - RS";1243939,76;1242310,76;-1629,00;-0,13
"SANTA QUITERIA DO MARANHAO - MA";3445516,36;3434476,36;-11040,00;-0,32
"ALMADINA - BA";948806,11;945776,11;-3030,00;-0,32
"SAO MATEUS - ES";7898638,85;7870885,85;-27753,00;-0,35
"PRAIA GRANDE - SC";682266,71;680538,71;-1728,00;-0,25
"CANAPOLIS - MG";1039439,98;1036739,98;-2700,00;-0,26
"BORBA - AM";3507156,45;3503628,45;-3528,00;-0,10
"PINHAIS - PR";8913108,70;8857991,43;-55117,27;-0,62
"CARNEIROS - AL";1327764,86;1322964,86;-4800,00;-0,36
"ASTORGA - PR";1905975,03;1897335,03;-8640,00;-0,45
"BARRA DO QUARAI - RS";667428,36;661822,36;-5606,00;-0,84
"BERIZAL - MG";679420,29;677746,29;-1674,00;-0,25
"IVATE - PR";759609,02;755639,02;-3970,00;-0,52
"LIZARDA - TO";865824,06;863854,06;-1970,00;-0,23
"ITAMBACURI - MG";2428225,09;2413051,09;-15174,00;-0,62
"POCO FUNDO - MG";1377412,59;1370176,59;-7236,00;-0,53
"PONTE NOVA - MG";6798833,39;6784658,39;-14175,00;-0,21
"GUARANTA DO NORTE - MT";2738481,75;2719708,75;-18773,00;-0,69
"TALISMA - TO";634441,34;632511,34;-1930,00;-0,30
"AXIXA DO TOCANTINS - TO";1335954,00;1325824,00;-10130,00;-0,76
"SAO JOSE DO RIO PRETO - SP";21046235,62;20296235,62;-750000,00;-3,56
"PASSA E FICA - RN";1530343,13;1528426,13;-1917,00;-0,13
"NAZARE PAULISTA - SP";1406412,96;1403712,96;-2700,00;-0,19
"IAPU - MG";1092875,25;1091174,25;-1701,00;-0,16
"BOM SUCESSO - MG";1565973,41;1555034,34;-10939,07;-0,70
"GOIOERE - PR";2398722,81;2395952,81;-2770,00;-0,12
"PORANGA - CE";1471143,17;1467120,17;-4023,00;-0,27
"CRICIUMA - SC";20348917,02;20333471,02;-15446,00;-0,08
"BELEM - PB";1869096,24;1854096,24;-15000,00;-0,80
"BELEM - PA";114537485,21;78342957,31;-36194527,90;-31,60
"LAJINHA - MG";2104452,91;2082819,91;-21633,00;-1,03
