"Mun";"entrada/marco/201910.zip";"entrada/abril/201910.zip";"Diff";"Percent"
"TARTARUGALZINHO - AP";1353260,55;1339910,55;-13350,00;-0,99
"OLIVEIRA DE FATIMA - TO";698885,27;697725,27;-1160,00;-0,17
"SANTO ANASTACIO - SP";1415860,06;1404100,06;-11760,00;-0,83
"MONTE ALEGRE DO SUL - SP";594926,95;590166,95;-4760,00;-0,80
"JARDIM DE PIRANHAS - RN";1484153,94;1482413,94;-1740,00;-0,12
"UMBUZEIRO - PB";1288728,86;1282488,86;-6240,00;-0,48
"PALMEIRA DAS MISSOES - RS";2961992,92;2923555,68;-38437,24;-1,30
"ALTO ARAGUAIA - MT";1653969,71;1645789,71;-8180,00;-0,49
"BACABEIRA - MA";3613529,39;3604569,39;-8960,00;-0,25
"IPIRA - SC";552355,33;547655,33;-4700,00;-0,85
"TRES DE MAIO - RS";1678760,01;1660136,52;-18623,49;-1,11
"CARIRI DO TOCANTINS - TO";1057741,47;1054911,47;-2830,00;-0,27
"VIAMAO - RS";8507925,72;8461745,72;-46180,00;-0,54
"PORTO UNIAO - SC";2251632,54;2211209,59;-40422,95;-1,80
"AMERICA DOURADA - BA";1813214,06;1806104,06;-7110,00;-0,39
"MAE DO RIO - PA";4145998,82;4140698,82;-5300,00;-0,13
"ACARAU - CE";6046870,95;6030950,95;-15920,00;-0,26
"COXILHA - RS";1024394,26;1022674,26;-1720,00;-0,17
"LAGOA DE DENTRO - PB";999962,54;996482,54;-3480,00;-0,35
"SALTO GRANDE - SP";1063828,80;1055368,80;-8460,00;-0,80
"LARANJEIRAS - SE";2809203,14;2807963,14;-1240,00;-0,04
"CANGUCU - RS";3104947,97;3101917,97;-3030,00;-0,10
"URUCUI - PI";2962099,35;2956939,35;-5160,00;-0,17
"TRES COROAS - RS";1617795,33;1590405,91;-27389,42;-1,69
"URUPES - SP";1133411,23;1129531,23;-3880,00;-0,34
"BETIM - MG";25955178,73;25948828,73;-6350,00;-0,02
"CUBATAO - SP";13900240,79;13847440,79;-52800,00;-0,38
"PLANALTO - RS";956404,80;947965,61;-8439,19;-0,88
"VISTA GAUCHA - RS";535082,88;532022,88;-3060,00;-0,57
"PORTO XAVIER - RS";1022886,19;1018020,91;-4865,28;-0,48
"ACORIZAL - MT";571077,88;568177,88;-2900,00;-0,51
"MAJOR ISIDORO - AL";3228196,35;3224646,35;-3550,00;-0,11
"PRAIA GRANDE - SP";17035595,08;16978685,08;-56910,00;-0,33
"PLANALTO - SP";698727,35;693087,35;-5640,00;-0,81
"TRIUNFO - PB";907905,65;902795,65;-5110,00;-0,56
"MAGDA - SP";774300,35;771460,35;-2840,00;-0,37
"TRIUNFO - PE";1406609,91;1399199,91;-7410,00;-0,53
"PINHAIS - PR";5386474,80;5370744,80;-15730,00;-0,29
"SANTA MARIA DA SERRA - SP";673876,43;670496,43;-3380,00;-0,50
"FERRAZ DE VASCONCELOS - SP";5917134,57;5840104,57;-77030,00;-1,30
"CAFELANDIA - PR";1493379,20;1488409,20;-4970,00;-0,33
"LIZARDA - TO";579226,10;577256,10;-1970,00;-0,34
"CAMPINAPOLIS - MT";1985577,63;1967817,63;-17760,00;-0,89
"LIMEIRA - SP";14428656,57;14408236,57;-20420,00;-0,14
"PONTE NOVA - MG";8291974,85;8288154,85;-3820,00;-0,05
"TALISMA - TO";814818,70;812888,70;-1930,00;-0,24
"AXIXA DO TOCANTINS - TO";1169717,90;1159587,90;-10130,00;-0,87
"SAO JOSE DO RIO PRETO - SP";20849277,72;20657587,72;-191690,00;-0,92
"GONGOGI - BA";940620,57;937750,57;-2870,00;-0,31
"BOM SUCESSO - PB";737726,94;735266,94;-2460,00;-0,33
"IBITITA - BA";1747537,21;1740197,21;-7340,00;-0,42
"NAZARE PAULISTA - SP";1159108,95;1137718,95;-21390,00;-1,85
"CANITAR - SP";567498,79;564628,79;-2870,00;-0,51
"RIACHO DAS ALMAS - PE";1871148,42;1863758,42;-7390,00;-0,39
"ASSIS - SP";6164344,98;6094674,98;-69670,00;-1,13
"BELEM - PB";1690441,88;1684261,88;-6180,00;-0,37
"CORRENTE - PI";2641405,33;2636255,33;-5150,00;-0,19
"BELEM - PA";140706904,99;77530202,61;-63176702,38;-44,90
"VARZEA GRANDE - MT";11932818,40;11864028,40;-68790,00;-0,58
"REGISTRO - SP";3479332,71;3388553,81;-90778,90;-2,61
"BETANIA - PE";1973497,57;1966267,57;-7230,00;-0,37
"IBIMIRIM - PE";2376265,71;2337425,71;-38840,00;-1,63
"APARECIDA DO RIO NEGRO - TO";767602,74;763522,74;-4080,00;-0,53
"PAUDALHO - PE";5103868,28;5068868,28;-35000,00;-0,69
"AMPARO - SP";5107838,52;5078588,52;-29250,00;-0,57
"BAEPENDI - MG";2693271,80;2691081,80;-2190,00;-0,08
"CUIABA - MT";76603750,93;40848804,35;-35754946,58;-46,68
"SOBRADO - PB";920540,56;916580,56;-3960,00;-0,43
"SAO JOSE DO OURO - RS";682421,31;661508,37;-20912,94;-3,06
"GENERAL CARNEIRO - MT";1316634,35;1313934,35;-2700,00;-0,21
"NHANDEARA - SP";862952,31;855772,31;-7180,00;-0,83
"JAPERI - RJ";9382159,34;9364929,34;-17230,00;-0,18
"GURUPI - TO";5782205,65;5691565,65;-90640,00;-1,57
"ITAJAI - SC";19064627,49;19044217,49;-20410,00;-0,11
"CORONEL FABRICIANO - MG";7071088,32;7041088,32;-30000,00;-0,42
"CHACARA - MG";769018,33;767238,33;-1780,00;-0,23
"IPIXUNA - AM";1832457,08;1824977,08;-7480,00;-0,41
"ITACARAMBI - MG";1675545,08;1671465,08;-4080,00;-0,24
"PORTO LUCENA - RS";553483,38;548078,74;-5404,64;-0,98
"FORTALEZA - CE";252197177,98;172034764,81;-80162413,17;-31,79
"GUABIJU - RS";494513,10;491753,10;-2760,00;-0,56
"BRASILIA - DF";91272868,54;519628803,66;428355935,12;469,31
"SAO GABRIEL - RS";5931544,07;5868384,31;-63159,76;-1,06
"RIO TINTO - PB";2293501,21;2281101,21;-12400,00;-0,54
"SAPE - PB";4133962,48;4114472,48;-19490,00;-0,47
"MARILIA - SP";20187406,95;20124406,95;-63000,00;-0,31
"SARANDI - RS";1432685,03;1422047,39;-10637,64;-0,74
"SANTA CRUZ DO SUL - RS";11731952,29;11727512,29;-4440,00;-0,04
"FAZENDA RIO GRANDE - PR";4696640,69;4690320,69;-6320,00;-0,13
"UNIAO PAULISTA - SP";550681,56;547781,56;-2900,00;-0,53
"SAO LUIZ - RR";1623795,82;1621615,82;-2180,00;-0,13
"CANDEIAS - BA";6811671,37;6795551,37;-16120,00;-0,24
"PRIMAVERA DO LESTE - MT";7783127,17;7757507,17;-25620,00;-0,33
"GETULIO VARGAS - RS";1147742,20;1142882,20;-4860,00;-0,42
"BURITAMA - SP";1771988,75;1763568,75;-8420,00;-0,48
"BIRITIBA-MIRIM - SP";1911764,11;1904274,11;-7490,00;-0,39
"BODOCO - PE";3428310,72;3408660,72;-19650,00;-0,57
"FLORINIA - SP";742918,88;737818,88;-5100,00;-0,69
"UBA - MG";4358185,85;4356995,85;-1190,00;-0,03
"SANTO ANTONIO - RN";2244409,99;2235629,99;-8780,00;-0,39
"MARACAI - SP";1743845,82;1726325,82;-17520,00;-1,00
"ANANAS - TO";1048852,89;1032642,89;-16210,00;-1,55
"MIRASSOL D'OESTE - MT";2040857,77;2032437,77;-8420,00;-0,41
"JACUNDA - PA";5236787,92;5212187,92;-24600,00;-0,47
