"Mun";"entrada/marco/201609.zip";"entrada/abril/201609.zip";"Diff";"Percent"
"OCAUCU - SP";468572,14;458572,14;-10000,00;-2,13
"ITAPOA - SC";1307549,27;1295549,27;-12000,00;-0,92
"ITANHEM - BA";1682396,67;1674396,67;-8000,00;-0,48
"SAO JOSE DO CALCADO - ES";856166,97;844166,97;-12000,00;-1,40
"TAIUVA - SP";535546,14;525546,14;-10000,00;-1,87
"PALMEIRA DAS MISSOES - RS";1690197,38;1592277,29;-97920,09;-5,79
"IPIRA - SC";469400,49;459400,49;-10000,00;-2,13
"TRES DE MAIO - RS";1408464,76;1357570,90;-50893,86;-3,61
"VIAMAO - RS";6259646,00;6209326,84;-50319,16;-0,80
"PORTO UNIAO - SC";1547451,93;1485451,93;-62000,00;-4,01
"SOBRAL - CE";23804066,63;23790696,63;-13370,00;-0,06
"ACARAU - CE";4765800,48;4760840,48;-4960,00;-0,10
"PORTO RICO - PR";509660,88;499660,88;-10000,00;-1,96
"VESPASIANO - MG";6037761,39;6025761,39;-12000,00;-0,20
"COXILHA - RS";410505,24;402505,24;-8000,00;-1,95
"NOVO CRUZEIRO - MG";2296871,95;2262175,07;-34696,88;-1,51
"COQUEIRO BAIXO - RS";381567,52;373567,52;-8000,00;-2,10
"SAO MIGUEL ARCANJO - SP";1545744,73;1533744,73;-12000,00;-0,78
"VILA LANGARO - RS";431587,28;423587,28;-8000,00;-1,85
"SALTO GRANDE - SP";996897,95;984897,95;-12000,00;-1,20
"CANGUCU - RS";2595745,20;2390917,66;-204827,54;-7,89
"TRES COROAS - RS";1327733,81;1279156,69;-48577,12;-3,66
"BETIM - MG";18691086,89;18607936,89;-83150,00;-0,44
"BOA VENTURA DE SAO ROQUE - PR";536824,24;526824,24;-10000,00;-1,86
"PORTO XAVIER - RS";721776,24;693776,24;-28000,00;-3,88
"COLORADO DO OESTE - RO";976483,73;973963,73;-2520,00;-0,26
"SANTA RITA DO SAPUCAI - MG";2685146,15;2657666,98;-27479,17;-1,02
"GAROPABA - SC";1121246,50;1107246,50;-14000,00;-1,25
"GUARANI DAS MISSOES - RS";485748,24;475748,24;-10000,00;-2,06
"UPANEMA - RN";1273206,33;1261206,33;-12000,00;-0,94
"MAJOR ISIDORO - AL";2190703,47;2168133,47;-22570,00;-1,03
"PEDREGULHO - SP";918843,86;888843,86;-30000,00;-3,26
"PRAIA GRANDE - SP";12564929,06;12441889,06;-123040,00;-0,98
