"Mun";"entrada/marco/201907.zip";"entrada/abril/201907.zip";"Diff";"Percent"
"PALMEIRA DAS MISSOES - RS";2793808,12;2755370,88;-38437,24;-1,38
"TRES DE MAIO - RS";2571932,95;2555949,46;-15983,49;-0,62
"VIAMAO - RS";11726456,57;11993248,55;266791,98;2,28
"PORTO UNIAO - SC";4255994,84;4215571,89;-40422,95;-0,95
"CANGUCU - RS";4154257,69;4083250,83;-71006,86;-1,71
"TRES COROAS - RS";2423995,70;2396606,28;-27389,42;-1,13
"PLANALTO - RS";1615766,30;1607327,11;-8439,19;-0,52
"PORTO XAVIER - RS";1896514,06;1891648,78;-4865,28;-0,26
"SANTA RITA DO SAPUCAI - MG";4689591,31;4657510,47;-32080,84;-0,68
"PINHAIS - PR";7396985,38;7390468,11;-6517,27;-0,09
"BOM SUCESSO - MG";2243566,21;2232627,14;-10939,07;-0,49
"BELEM - PA";130511901,86;94668898,78;-35843003,08;-27,46
"REGISTRO - SP";4505082,42;4445963,52;-59118,90;-1,31
"CUIABA - MT";76250385,32;53968432,01;-22281953,31;-29,22
"SAO JOSE DO OURO - RS";911463,75;890550,81;-20912,94;-2,29
"PORTO LUCENA - RS";1224205,36;1222250,72;-1954,64;-0,16
"FORTALEZA - CE";282962593,54;213033644,81;-69928948,73;-24,71
"BRASILIA - DF";135608263,01;54956328,22;-80651934,79;-59,47
"SAO GABRIEL - RS";6205775,31;6142615,55;-63159,76;-1,02
"SARANDI - RS";2695232,40;2684594,76;-10637,64;-0,39
"PARAISOPOLIS - MG";2272570,96;2266759,56;-5811,40;-0,26
"UBA - MG";6606142,23;6024345,45;-581796,78;-8,81
"TUPA - SP";5448284,76;5394475,91;-53808,85;-0,99
"SARANDI - PR";7275621,88;7030525,79;-245096,09;-3,37
"BRAGANCA PAULISTA - SP";10502306,19;10322306,19;-180000,00;-1,71
"BAMBUI - MG";2707570,95;2686890,90;-20680,05;-0,76
"PASSO FUNDO - RS";12038704,77;9715115,07;-2323589,70;-19,30
"GARCA - SP";4452676,75;4411177,92;-41498,83;-0,93
"JOAO PESSOA - PB";107523964,58;79684410,45;-27839554,13;-25,89
"SANTO CRISTO - RS";2029372,16;2005589,87;-23782,29;-1,17
"FERNANDOPOLIS - SP";5725267,88;5316699,94;-408567,94;-7,14
"CAMBUI - MG";2710787,87;2702457,48;-8330,39;-0,31
"CRUZ ALTA - RS";5514057,23;4878817,54;-635239,69;-11,52
"ROLANTE - RS";2977998,80;2965878,86;-12119,94;-0,41
"SAO LUIS - MA";171199421,03;134391569,04;-36807851,99;-21,50
"CACHOEIRO DE ITAPEMIRIM - ES";13450782,75;12168749,23;-1282033,52;-9,53
"PALMITINHO - RS";1553218,19;1543275,71;-9942,48;-0,64
"NAO-ME-TOQUE - RS";2096306,86;2086780,51;-9526,35;-0,45
"ALEGRETE - RS";6215549,48;5971363,45;-244186,03;-3,93
"SOROCABA - SP";26041662,05;25798658,45;-243003,60;-0,93
"FEIRA DE SANTANA - BA";33987393,12;33470571,51;-516821,61;-1,52
"IJUI - RS";7087011,14;5644481,62;-1442529,52;-20,35
"CACERES - MT";5546489,25;5286742,35;-259746,90;-4,68
"CARUARU - PE";25398376,97;25293290,88;-105086,09;-0,41
"MONTES CLAROS - MG";33014710,15;32865200,90;-149509,25;-0,45
