"Mun";"entrada/marco/202006.zip";"entrada/abril/202006.zip";"Diff";"Percent"
"SAO JOSE DO CALCADO - ES";1879443,77;1865683,77;-13760,00;-0,73
"PALMEIRA DAS MISSOES - RS";3883577,27;3845140,03;-38437,24;-0,99
"BANABUIU - CE";2737714,82;2721394,82;-16320,00;-0,60
"TRES DE MAIO - RS";2692935,51;2676952,02;-15983,49;-0,59
"VIAMAO - RS";16844236,73;16542871,51;-301365,22;-1,79
"PORTO UNIAO - SC";3548916,43;3508493,48;-40422,95;-1,14
"SALITRE - CE";2652450,02;2622530,02;-29920,00;-1,13
"SOBRAL - CE";46854763,47;46564251,44;-290512,03;-0,62
"ACARAU - CE";10111794,10;10085234,10;-26560,00;-0,26
"SANTANA DE PARNAIBA - SP";9780561,96;9776669,96;-3892,00;-0,04
"CHOROZINHO - CE";3538190,68;3504290,68;-33900,00;-0,96
"NOVO CRUZEIRO - MG";3993763,15;3985783,15;-7980,00;-0,20
"LARANJEIRAS - SE";3646213,98;3631461,98;-14752,00;-0,40
"TRES COROAS - RS";3000857,18;2973467,76;-27389,42;-0,91
"BETIM - MG";33708866,67;33700726,67;-8140,00;-0,02
"PLANALTO - RS";1406809,87;1398370,68;-8439,19;-0,60
"PORTO XAVIER - RS";1540883,03;1536017,75;-4865,28;-0,32
"COLORADO DO OESTE - RO";2403358,99;2400907,99;-2451,00;-0,10
"SANTA RITA DO SAPUCAI - MG";3810241,64;3795230,71;-15010,93;-0,39
"ALMADINA - BA";1122568,77;1102000,77;-20568,00;-1,83
"PRAIA GRANDE - SP";25181570,20;25174350,20;-7220,00;-0,03
"MERUOCA - CE";2292486,99;2277366,99;-15120,00;-0,66
"PINHAIS - PR";10017460,05;9988280,05;-29180,00;-0,29
"FERRAZ DE VASCONCELOS - SP";11715748,21;11711856,21;-3892,00;-0,03
"ILHA SOLTEIRA - SP";3487061,17;3483169,17;-3892,00;-0,11
"IVATE - PR";1112926,93;1101446,93;-11480,00;-1,03
"POCO FUNDO - MG";2991990,99;2982202,99;-9788,00;-0,33
"LIMEIRA - SP";28566172,98;28521724,98;-44448,00;-0,16
"JECEABA - MG";1102522,51;1093194,51;-9328,00;-0,85
"SAO JOSE DO RIO PRETO - SP";44046143,70;44035491,70;-10652,00;-0,02
"CANDOI - PR";2531912,72;2526792,72;-5120,00;-0,20
"IGARACU DO TIETE - SP";2429009,10;2421709,10;-7300,00;-0,30
"CASTANHEIRAS - RO";808265,84;805814,84;-2451,00;-0,30
"BOM SUCESSO - MG";2896626,81;2885687,74;-10939,07;-0,38
"GOIOERE - PR";3513251,89;3510800,89;-2451,00;-0,07
"GENERAL CARNEIRO - PR";1775906,91;1772578,91;-3328,00;-0,19
"PORANGA - CE";1942628,49;1932588,49;-10040,00;-0,52
"BELEM - PA";199456156,20;128706735,73;-70749420,47;-35,47
"VARZEA GRANDE - MT";30922829,87;30909609,87;-13220,00;-0,04
"REGISTRO - SP";5644309,86;5548939,14;-95370,72;-1,69
"MORADA NOVA - CE";8209775,79;8189355,79;-20420,00;-0,25
"MARECHAL CANDIDO RONDON - PR";7813994,43;7805274,43;-8720,00;-0,11
"AMPARO - SP";9475043,92;9456151,92;-18892,00;-0,20
"BODOQUENA - MS";1332196,90;1328868,90;-3328,00;-0,25
"CUIABA - MT";197142848,40;91016081,95;-106126766,45;-53,83
"SAO JOAO DO TRIUNFO - PR";2306513,63;2299213,63;-7300,00;-0,32
"MALACACHETA - MG";2600620,64;2596400,64;-4220,00;-0,16
"OLIMPIO NORONHA - MG";817224,99;813423,99;-3801,00;-0,47
"CHACARA - MG";920948,84;909248,84;-11700,00;-1,27
"PORTO LUCENA - RS";953972,53;952017,89;-1954,64;-0,20
"FORTALEZA - CE";399784863,47;265591182,58;-134193680,89;-33,57
"GUAXUPE - MG";8809878,42;8807427,42;-2451,00;-0,03
"IRAUCUBA - CE";4304793,72;4271273,72;-33520,00;-0,78
"SAO ROQUE - SP";7629214,03;7625322,03;-3892,00;-0,05
"GUARAPARI - ES";10802248,45;10787248,45;-15000,00;-0,14
"BRASILIA - DF";467641556,39;354503685,19;-113137871,20;-24,19
"SAO GABRIEL - RS";6181783,67;6118623,91;-63159,76;-1,02
"MARILIA - SP";24964700,89;24961372,89;-3328,00;-0,01
"LAJEADO GRANDE - SC";681459,32;679008,32;-2451,00;-0,36
"SARANDI - RS";2547258,54;2536620,90;-10637,64;-0,42
"CASSILANDIA - MS";3394910,99;3377850,99;-17060,00;-0,50
"SAO LUIZ - RR";5236627,93;5226805,93;-9822,00;-0,19
"ARACITABA - MG";763559,21;759559,21;-4000,00;-0,52
"PRIMAVERA DO LESTE - MT";8995600,25;8980420,25;-15180,00;-0,17
"PARAISOPOLIS - MG";2152300,81;2146489,41;-5811,40;-0,27
"UBA - MG";9975511,02;9591657,63;-383853,39;-3,85
"SAO JOAO DEL REI - MG";13324729,65;13269709,65;-55020,00;-0,41
"MIRASSOL D'OESTE - MT";4086142,60;4073534,60;-12608,00;-0,31
"PIRAQUARA - PR";9285448,71;9251128,71;-34320,00;-0,37
"TUPA - SP";7363548,43;7309822,73;-53725,70;-0,73
"COTRIGUACU - MT";3032271,27;3023851,27;-8420,00;-0,28
"IVOTI - RS";2446744,03;2435544,03;-11200,00;-0,46
"NOVO ORIENTE DE MINAS - MG";1672771,60;1656780,60;-15991,00;-0,96
"SARANDI - PR";8605209,13;8251081,55;-354127,58;-4,12
"FAINA - GO";1218952,29;1206992,29;-11960,00;-0,98
"SENHORA DOS REMEDIOS - MG";1342938,86;1326006,86;-16932,00;-1,26
"SAO GABRIEL DA CACHOEIRA - AM";5012468,28;4980108,28;-32360,00;-0,65
"ITAPORANGA D'AJUDA - SE";5376319,90;5372991,90;-3328,00;-0,06
"GUAPIARA - SP";2192848,00;2182948,00;-9900,00;-0,45
"BRAGANCA PAULISTA - SP";16877735,18;16697735,18;-180000,00;-1,07
"CAMPOS DOS GOYTACAZES - RJ";49002809,20;48963169,20;-39640,00;-0,08
"CARAPICUIBA - SP";18893867,88;18876087,88;-17780,00;-0,09
"GUARUJA - SP";44236233,47;44232341,47;-3892,00;-0,01
"BAMBUI - MG";2690786,91;2667693,18;-23093,73;-0,86
"PASSO FUNDO - RS";21979223,99;19546338,81;-2432885,18;-11,07
"AMERICANA - SP";21324326,65;21301394,65;-22932,00;-0,11
"ITUMBIARA - GO";11779407,65;11747407,65;-32000,00;-0,27
"GARCA - SP";5035720,96;5032392,96;-3328,00;-0,07
"JOAO PESSOA - PB";179075575,01;109038550,78;-70037024,23;-39,11
"SANTO CRISTO - RS";1824339,09;1812611,25;-11727,84;-0,64
"FERNANDOPOLIS - SP";6816198,91;6368186,32;-448012,59;-6,57
"VARZEA DA PALMA - MG";4287482,84;4275274,84;-12208,00;-0,28
"CAMBUI - MG";3214352,89;3202117,03;-12235,86;-0,38
"QUIXADA - CE";11908327,14;11899427,14;-8900,00;-0,07
"OROS - CE";3091605,82;3077605,82;-14000,00;-0,45
"ARINOS - MG";3493119,18;3479939,18;-13180,00;-0,38
"NOSSA SENHORA DE LOURDES - SE";1076954,91;1073894,91;-3060,00;-0,28
"AREIA BRANCA - SE";2809806,10;2801806,10;-8000,00;-0,28
"NOVA PALMA - RS";1002107,81;999107,81;-3000,00;-0,30
"CRUZ ALTA - RS";6320135,62;6225555,40;-94580,22;-1,50
"ROLANTE - RS";3144804,28;3132684,34;-12119,94;-0,39
"CARIACICA - ES";23774778,81;23745138,81;-29640,00;-0,12
"OURINHOS - SP";13364893,39;13361001,39;-3892,00;-0,03
"QUIRINOPOLIS - GO";5494731,81;5477731,81;-17000,00;-0,31
"SANTO AMARO DAS BROTAS - SE";1912418,73;1794298,73;-118120,00;-6,18
"SAO LUIS - MA";201292087,68;139294322,99;-61997764,69;-30,80
"CAMPO MAGRO - PR";3846268,30;3839612,30;-6656,00;-0,17
"ESMERALDAS - MG";5841160,67;5825040,67;-16120,00;-0,28
"SANTA RITA DE JACUTINGA - MG";991922,09;987482,09;-4440,00;-0,45
"MONTEIRO LOBATO - SP";1068438,70;1065110,70;-3328,00;-0,31
"GUAJARA-MIRIM - RO";7450969,12;7447641,12;-3328,00;-0,04
"MOGI GUACU - SP";13832373,77;13829045,77;-3328,00;-0,02
"RIO VERMELHO - MG";1953395,00;1942747,00;-10648,00;-0,55
"ARTUR NOGUEIRA - SP";5523385,81;5516025,81;-7360,00;-0,13
"CACHOEIRO DE ITAPEMIRIM - ES";19063765,54;17729000,20;-1334765,34;-7,00
"PALMITINHO - RS";1025272,84;1015330,36;-9942,48;-0,97
"NAO-ME-TOQUE - RS";3152167,02;3142640,67;-9526,35;-0,30
"UBAJARA - CE";4661084,15;4641904,15;-19180,00;-0,41
"CLEVELANDIA - PR";2878593,01;2875265,01;-3328,00;-0,12
"CAIEIRAS - SP";6776008,42;6764428,42;-11580,00;-0,17
"ALEGRETE - RS";7593886,26;7133772,56;-460113,70;-6,06
"SAO FRANCISCO - MG";5015647,70;5007307,70;-8340,00;-0,17
"MONTADAS - PB";1806783,44;1804643,44;-2140,00;-0,12
"SOROCABA - SP";44105421,04;43796573,39;-308847,65;-0,70
"ALTO PARAISO - PR";1074702,44;1071374,44;-3328,00;-0,31
"ITAPUA DO OESTE - RO";2384287,83;2380395,83;-3892,00;-0,16
"QUERENCIA - MT";2910965,44;2907995,44;-2970,00;-0,10
"SANTA HELENA DE GOIAS - GO";10717887,41;10709195,41;-8692,00;-0,08
"TAUA - CE";10879353,00;10809183,00;-70170,00;-0,64
"FEIRA DE SANTANA - BA";47055720,89;46897269,67;-158451,22;-0,34
"CARMO DO RIO VERDE - GO";1198233,37;1193913,37;-4320,00;-0,36
"APIAI - SP";3941813,14;3923281,14;-18532,00;-0,47
"ARACOIABA - CE";3932528,21;3903628,21;-28900,00;-0,73
"ITAPERUCU - PR";3220966,97;3217638,97;-3328,00;-0,10
